index,build,test_index,numRounds,file_size,key_size,threads,debits,LATENCY,REQ,TRANSFER,run_index
372,local,123,1,256,128,4,400,0.008320000000000001,105.53,161935.36,2
373,local,124,10,256,128,4,400,0.009699999999999999,105.47,161935.36,0
374,local,124,10,256,128,4,400,0.00894,105.72,161925.12,1
375,local,124,10,256,128,4,400,0.00838,105.34,161935.36,2
376,local,125,100,256,128,4,400,0.01598,104.5,161914.88,0
377,local,125,100,256,128,4,400,0.033049999999999996,104.87,161925.12,1
378,local,125,100,256,128,4,400,0.01907,104.95,161914.88,2
379,local,126,1,32,256,4,400,0.00881,105.42,65576.96,0
380,local,126,1,32,256,4,400,0.0081,105.53,65576.96,1
381,local,126,1,32,256,4,400,0.00834,105.38,65576.96,2
382,local,127,10,32,256,4,400,0.02286,105.55,65566.72,0
383,local,127,10,32,256,4,400,0.00775,105.53,65576.96,1
384,local,127,10,32,256,4,400,0.00885,105.46,65566.72,2
385,local,128,100,32,256,4,400,0.01486,105.63,65566.72,0
386,local,128,100,32,256,4,400,0.00864,105.33,65576.96,1
387,local,128,100,32,256,4,400,0.0081,105.46,65576.96,2
388,local,129,1,128,256,4,400,0.0086,105.15,99563.52,0
389,local,129,1,128,256,4,400,0.00851,105.52,99563.52,1
390,local,129,1,128,256,4,400,0.01614,105.68,99563.52,2
391,local,130,10,128,256,4,400,0.00796,105.27,99553.28,0
392,local,130,10,128,256,4,400,0.00805,105.25,99553.28,1
393,local,130,10,128,256,4,400,0.00775,105.6,99563.52,2
394,local,131,100,128,256,4,400,0.013210000000000001,104.91,98723.84,0
395,local,131,100,128,256,4,400,0.01248,105.01,99553.28,1
396,local,131,100,128,256,4,400,0.01226,105.22,99543.04,2
397,local,132,1,256,256,4,400,0.00897,105.19,161935.36,0
398,local,132,1,256,256,4,400,0.00841,105.55,161935.36,1
399,local,132,1,256,256,4,400,0.008230000000000001,105.58,161935.36,2
400,local,133,10,256,256,4,400,0.00923,105.29,161925.12,0
401,local,133,10,256,256,4,400,0.00294,105.53,161935.36,1
402,local,133,10,256,256,4,400,0.02205,105.4,161904.64,2
403,local,134,100,256,256,4,400,0.02118,103.24,161904.64,0
404,local,134,100,256,256,4,400,0.0207,103.06,161914.88,1
405,local,134,100,256,256,4,400,0.0197,102.95,161894.4,2
406,local,135,1,32,32,6,400,0.02318,69.17,64931.84,0
407,local,135,1,32,32,6,400,0.00813,69.5,64942.08,1
408,local,135,1,32,32,6,400,0.024,69.33,64942.08,2
409,local,136,10,32,32,6,400,0.00834,69.34,64942.08,0
410,local,136,10,32,32,6,400,0.02352,69.39,64921.6,1
411,local,136,10,32,32,6,400,0.0085,69.26,64942.08,2
412,local,137,100,32,32,6,400,0.008150000000000001,69.44,64942.08,0
413,local,137,100,32,32,6,400,0.0069900000000000006,69.37,64942.08,1
414,local,137,100,32,32,6,400,0.00855,69.41,64942.08,2
415,local,138,1,128,32,6,400,0.00827,69.38,98600.96,0
416,local,138,1,128,32,6,400,0.00856,69.26,98600.96,1
417,local,138,1,128,32,6,400,0.0077800000000000005,69.21,98600.96,2
418,local,139,10,128,32,6,400,0.0033799999999999998,69.38,98600.96,0
419,local,139,10,128,32,6,400,0.00811,69.38,98600.96,1
420,local,139,10,128,32,6,400,0.00839,69.33,98600.96,2
421,local,140,100,128,32,6,400,0.00813,69.37,98600.96,0
422,local,140,100,128,32,6,400,0.00841,69.31,98600.96,1
423,local,140,100,128,32,6,400,0.00821,69.27,98580.48,2
424,local,141,1,256,32,6,400,0.00878,69.33,160348.16,0
425,local,141,1,256,32,6,400,0.00782,69.31,160378.88,1
426,local,141,1,256,32,6,400,0.024300000000000002,69.3,160358.4,2
427,local,142,10,256,32,6,400,0.02318,69.34,160358.4,0
428,local,142,10,256,32,6,400,0.0087,69.2,160368.64,1
429,local,142,10,256,32,6,400,0.0059900000000000005,69.17,160378.88,2
430,local,143,100,256,32,6,400,0.02096,69.05,160368.64,0
431,local,143,100,256,32,6,400,0.009380000000000001,69.23,160348.16,1
432,local,143,100,256,32,6,400,0.009349999999999999,69.11,160368.64,2
433,local,144,1,32,128,6,400,0.0025,69.21,64942.08,0
434,local,144,1,32,128,6,400,0.00767,69.4,64942.08,1
435,local,144,1,32,128,6,400,0.00845,69.33,64942.08,2
436,local,145,10,32,128,6,400,0.00751,69.17,64942.08,0
437,local,145,10,32,128,6,400,0.009349999999999999,69.28,64942.08,1
438,local,145,10,32,128,6,400,0.00866,69.14,64942.08,2
439,local,146,100,32,128,6,400,0.00885,69.24,64942.08,0
440,local,146,100,32,128,6,400,0.00666,69.32,64931.84,1
441,local,146,100,32,128,6,400,0.00821,69.26,64942.08,2
442,local,147,1,128,128,6,400,0.00751,69.25,98590.72,0
443,local,147,1,128,128,6,400,0.008400000000000001,69.43,98600.96,1
444,local,147,1,128,128,6,400,0.00865,69.28,98600.96,2
445,local,148,10,128,128,6,400,0.00828,69.25,98600.96,0
446,local,148,10,128,128,6,400,0.00853,69.45,98600.96,1
447,local,148,10,128,128,6,400,0.00601,69.37,98600.96,2
448,local,149,100,128,128,6,400,0.004889999999999999,69.26,98600.96,0
449,local,149,100,128,128,6,400,0.009439999999999999,69.25,98600.96,1
450,local,149,100,128,128,6,400,0.010029999999999999,69.1,98590.72,2
451,local,150,1,256,128,6,400,0.00887,69.26,160378.88,0
452,local,150,1,256,128,6,400,0.0029,69.34,160368.64,1
453,local,150,1,256,128,6,400,0.01357,69.33,160378.88,2
454,local,151,10,256,128,6,400,0.00857,69.25,160368.64,0
455,local,151,10,256,128,6,400,0.00793,69.28,160378.88,1
456,local,151,10,256,128,6,400,0.00821,69.21,160368.64,2
457,local,152,100,256,128,6,400,0.012320000000000001,69.19,160358.4,0
458,local,152,100,256,128,6,400,0.01366,69.24,160348.16,1
459,local,152,100,256,128,6,400,0.01221,69.36,160358.4,2
460,local,153,1,32,256,6,400,0.006549999999999999,69.45,64942.08,0
461,local,153,1,32,256,6,400,0.00847,69.48,64942.08,1
462,local,153,1,32,256,6,400,0.0076100000000000004,69.35,64942.08,2
463,local,154,10,32,256,6,400,0.00836,69.35,64942.08,0
464,local,154,10,32,256,6,400,0.00819,69.48,64942.08,1
465,local,154,10,32,256,6,400,0.00165,69.42,64942.08,2
466,local,155,100,32,256,6,400,0.0062900000000000005,69.75,64942.08,0
467,local,155,100,32,256,6,400,0.00883,69.29,64942.08,1
468,local,155,100,32,256,6,400,0.011179999999999999,69.59,64583.68,2
469,local,156,1,128,256,6,400,0.00868,69.31,98600.96,0
470,local,156,1,128,256,6,400,0.009089999999999999,69.39,98600.96,1
471,local,156,1,128,256,6,400,0.00897,69.28,98600.96,2
472,local,157,10,128,256,6,400,0.00731,69.4,98600.96,0
473,local,157,10,128,256,6,400,0.00924,69.63,98600.96,1
474,local,157,10,128,256,6,400,0.00726,69.64,98600.96,2
475,local,158,100,128,256,6,400,0.00903,69.09,98590.72,0
476,local,158,100,128,256,6,400,0.012240000000000001,69.25,98580.48,1
477,local,158,100,128,256,6,400,0.011699999999999999,69.22,98590.72,2
478,local,159,1,256,256,6,400,0.008289999999999999,69.42,160378.88,0
479,local,159,1,256,256,6,400,0.00866,69.6,160378.88,1
480,local,159,1,256,256,6,400,0.00914,69.4,160378.88,2
481,local,160,10,256,256,6,400,0.009269999999999999,69.59,160358.4,0
482,local,160,10,256,256,6,400,0.01017,69.67,160378.88,1
483,local,160,10,256,256,6,400,0.009179999999999999,69.12,160378.88,2
484,local,161,100,256,256,6,400,0.02155,68.73,160348.16,0
485,local,161,100,256,256,6,400,0.027649999999999997,57.8,139028.48,1
486,local,161,100,256,256,6,400,0.03753,68.83,160348.16,2
487,local,162,1,32,32,2,800,0.00874,421.23,131143.68,0
488,local,162,1,32,32,2,800,0.01992,420.41,131133.44,1
489,local,162,1,32,32,2,800,0.008320000000000001,420.76,131143.68,2
490,local,163,10,32,32,2,800,0.00851,420.59,131143.68,0
491,local,163,10,32,32,2,800,0.00825,421.49,131143.68,1
492,local,163,10,32,32,2,800,0.00827,420.84,131143.68,2
493,local,164,100,32,32,2,800,0.01083,420.25,131143.68,0
494,local,164,100,32,32,2,800,0.00865,421.77,131143.68,1
495,local,164,100,32,32,2,800,0.02082,421.35,131133.44,2
496,local,165,1,128,32,2,800,0.02502,422.92,199055.36,0
497,local,165,1,128,32,2,800,0.008539999999999999,420.72,195799.04,1
498,local,165,1,128,32,2,800,0.020239999999999998,420.88,199116.8,2
499,local,166,10,128,32,2,800,0.00822,420.16,199116.8,0
500,local,166,10,128,32,2,800,0.00867,420.85,199116.8,1
501,local,166,10,128,32,2,800,0.00855,421.63,199116.8,2
502,local,167,100,128,32,2,800,0.02454,421.81,199106.56,0
503,local,167,100,128,32,2,800,0.009089999999999999,421.18,199127.04,1
504,local,167,100,128,32,2,800,0.01128,421.8,199116.8,2
505,local,168,1,256,32,2,800,0.01982,421.46,323860.48,0
506,local,168,1,256,32,2,800,0.00822,421.46,323870.72,1
507,local,168,1,256,32,2,800,0.00843,422.11,323860.48,2
508,local,169,10,256,32,2,800,0.010289999999999999,422.34,323870.72,0
509,local,169,10,256,32,2,800,0.009869999999999999,421.09,323870.72,1
510,local,169,10,256,32,2,800,0.015349999999999999,423.81,323880.96,2
511,local,170,100,256,32,2,800,0.02016,420.76,323850.24,0
512,local,170,100,256,32,2,800,0.01031,420.45,323870.72,1
513,local,170,100,256,32,2,800,0.01042,421.21,323870.72,2
514,local,171,1,32,128,2,800,0.00826,420.85,131143.68,0
515,local,171,1,32,128,2,800,0.01314,420.62,131143.68,1
516,local,171,1,32,128,2,800,0.00824,422.4,131143.68,2
517,local,172,10,32,128,2,800,0.0208,420.93,131133.44,0
518,local,172,10,32,128,2,800,0.03018,421.75,131123.2,1
519,local,172,10,32,128,2,800,0.0083,420.93,131143.68,2
520,local,173,100,32,128,2,800,0.00958,422.07,131143.68,0
521,local,173,100,32,128,2,800,0.00905,422.22,131143.68,1
522,local,173,100,32,128,2,800,0.01973,421.65,131133.44,2
523,local,174,1,128,128,2,800,0.008919999999999999,420.38,199116.8,0
524,local,174,1,128,128,2,800,0.008199999999999999,421.39,199116.8,1
525,local,174,1,128,128,2,800,0.012289999999999999,420.46,199127.04,2
526,local,175,10,128,128,2,800,0.00893,420.24,199116.8,0
527,local,175,10,128,128,2,800,0.01918,421.75,199086.08,1
528,local,175,10,128,128,2,800,0.009269999999999999,421.59,199116.8,2
529,local,176,100,128,128,2,800,0.01586,420.64,199116.8,0
530,local,176,100,128,128,2,800,0.013859999999999999,420.99,199106.56,1
531,local,176,100,128,128,2,800,0.00962,421.17,199116.8,2
532,local,177,1,256,128,2,800,0.008960000000000001,422.63,323870.72,0
533,local,177,1,256,128,2,800,0.00859,421.55,323870.72,1
534,local,177,1,256,128,2,800,0.00093,420.2,323870.72,2
535,local,178,10,256,128,2,800,0.020030000000000003,423.86,323860.48,0
536,local,178,10,256,128,2,800,0.01086,422.39,323870.72,1
537,local,178,10,256,128,2,800,0.00879,421.45,323860.48,2
538,local,179,100,256,128,2,800,0.037090000000000005,420.62,323860.48,0
539,local,179,100,256,128,2,800,0.06339,420.74,323860.48,1
540,local,179,100,256,128,2,800,0.020989999999999998,420.77,323860.48,2
541,local,180,1,32,256,2,800,0.00894,420.38,131143.68,0
542,local,180,1,32,256,2,800,0.00867,419.97,131143.68,1
543,local,180,1,32,256,2,800,0.00821,420.87,131143.68,2
544,local,181,10,32,256,2,800,0.016,421.72,131143.68,0
545,local,181,10,32,256,2,800,0.01541,421.31,131143.68,1
546,local,181,10,32,256,2,800,0.00872,421.12,131143.68,2
547,local,182,100,32,256,2,800,0.01081,422.35,131143.68,0
548,local,182,100,32,256,2,800,0.00876,422.0,131143.68,1
549,local,182,100,32,256,2,800,0.18893000000000001,341.4,114022.4,2
550,local,183,1,128,256,2,800,0.00775,420.42,199116.8,0
551,local,183,1,128,256,2,800,0.00463,421.75,195809.28,1
552,local,183,1,128,256,2,800,0.00754,420.17,199116.8,2
553,local,184,10,128,256,2,800,0.00813,422.83,199116.8,0
554,local,184,10,128,256,2,800,0.0215,422.39,199096.32,1
555,local,184,10,128,256,2,800,0.06342,420.97,199034.88,2
556,local,185,100,128,256,2,800,0.01252,421.2,199116.8,0
557,local,185,100,128,256,2,800,0.01914,420.66,199116.8,1
558,local,185,100,128,256,2,800,0.02085,421.32,199116.8,2
559,local,186,1,256,256,2,800,0.023039999999999998,421.23,323870.72,0
560,local,186,1,256,256,2,800,0.00842,420.68,323860.48,1
561,local,186,1,256,256,2,800,0.02025,421.6,323829.76,2
562,local,187,10,256,256,2,800,0.01982,422.33,323829.76,0
563,local,187,10,256,256,2,800,0.01502,422.34,323870.72,1
564,local,187,10,256,256,2,800,0.20275,267.54,121.67,2
565,local,188,100,256,256,2,800,0.0212,209.76,8232.96,0
566,local,188,100,256,256,2,800,0.01324,167.94,164065.28,1
567,local,188,100,256,256,2,800,,,134768.64,2
568,local,188,100,256,256,2,800,,,7884.8,3
569,local,189,1,32,32,4,800,0.013380000000000001,210.61,131153.92,0
570,local,189,1,32,32,4,800,0.01907,210.58,131153.92,1
571,local,189,1,32,32,4,800,0.00782,210.76,131164.16,2
572,local,190,10,32,32,4,800,0.009859999999999999,210.57,130068.48,0
573,local,190,10,32,32,4,800,0.00984,210.53,131164.16,1
574,local,190,10,32,32,4,800,0.01604,210.77,131164.16,2
575,local,191,100,32,32,4,800,0.01281,210.72,131164.16,0
576,local,191,100,32,32,4,800,0.02893,210.65,131133.44,1
577,local,191,100,32,32,4,800,0.00941,210.58,131164.16,2
578,local,192,1,128,32,4,800,0.00607,210.64,199147.52,0
579,local,192,1,128,32,4,800,0.00968,210.62,199147.52,1
580,local,192,1,128,32,4,800,0.01011,210.59,199137.28,2
581,local,193,10,128,32,4,800,0.009970000000000001,210.52,199137.28,0
582,local,193,10,128,32,4,800,0.009460000000000001,210.63,199157.76,1
583,local,193,10,128,32,4,800,0.03357,210.14,199096.32,2
584,local,194,100,128,32,4,800,0.03344,210.24,199055.36,0
585,local,194,100,128,32,4,800,0.02643,210.1,199116.8,1
586,local,194,100,128,32,4,800,0.01754,210.33,197478.4,2
587,local,195,1,256,32,4,800,0.0109,210.55,323901.44,0
588,local,195,1,256,32,4,800,0.00928,210.57,323921.92,1
589,local,195,1,256,32,4,800,0.01289,210.5,323911.68,2
590,local,196,10,256,32,4,800,0.00536,210.52,323901.44,0
591,local,196,10,256,32,4,800,0.019969999999999998,210.38,323850.24,1
592,local,196,10,256,32,4,800,0.01156,210.53,323911.68,2
593,local,197,100,256,32,4,800,0.01259,210.59,323911.68,0
594,local,197,100,256,32,4,800,0.02144,210.44,323880.96,1
595,local,197,100,256,32,4,800,0.023379999999999998,210.68,323880.96,2
596,local,198,1,32,128,4,800,0.01005,210.64,131164.16,0
597,local,198,1,32,128,4,800,0.02075,210.74,131143.68,1
598,local,198,1,32,128,4,800,0.009380000000000001,210.74,131164.16,2
599,local,199,10,32,128,4,800,0.009380000000000001,210.53,130068.48,0
600,local,199,10,32,128,4,800,0.01024,210.63,131164.16,1
601,local,199,10,32,128,4,800,0.0101,210.63,131164.16,2
602,local,200,100,32,128,4,800,0.01026,210.48,131164.16,0
603,local,200,100,32,128,4,800,0.0046500000000000005,210.4,131164.16,1
604,local,200,100,32,128,4,800,0.0112,210.68,131153.92,2
605,local,201,1,128,128,4,800,0.01822,210.51,199137.28,0
606,local,201,1,128,128,4,800,0.01131,210.6,199137.28,1
607,local,201,1,128,128,4,800,0.00958,210.48,199137.28,2
608,local,202,10,128,128,4,800,0.0111,210.59,199137.28,0
609,local,202,10,128,128,4,800,0.011,210.39,199137.28,1
610,local,202,10,128,128,4,800,0.01068,210.36,199137.28,2
611,local,203,100,128,128,4,800,0.01219,210.55,199137.28,0
612,local,203,100,128,128,4,800,0.02102,210.45,199137.28,1
613,local,203,100,128,128,4,800,0.031120000000000002,210.81,199116.8,2
614,local,204,1,256,128,4,800,0.0101,210.67,323921.92,0
615,local,204,1,256,128,4,800,0.00903,210.55,323921.92,1
616,local,204,1,256,128,4,800,0.021070000000000002,210.58,323880.96,2
617,local,205,10,256,128,4,800,0.01106,210.45,321208.32,0
618,local,205,10,256,128,4,800,0.01083,210.49,323911.68,1
619,local,205,10,256,128,4,800,0.00891,210.68,323911.68,2
620,local,206,100,256,128,4,800,0.04624,210.63,323901.44,0
621,local,206,100,256,128,4,800,0.06026,210.84,323901.44,1
622,local,206,100,256,128,4,800,0.0631,210.53,323880.96,2
623,local,207,1,32,256,4,800,0.01005,210.55,131164.16,0
624,local,207,1,32,256,4,800,0.01094,210.64,131164.16,1
625,local,207,1,32,256,4,800,0.02496,210.78,131164.16,2
626,local,208,10,32,256,4,800,0.009720000000000001,210.72,131164.16,0
627,local,208,10,32,256,4,800,0.02851,210.84,131153.92,1
628,local,208,10,32,256,4,800,0.02923,210.74,131123.2,2
629,local,209,100,32,256,4,800,0.01331,210.68,131164.16,0
630,local,209,100,32,256,4,800,0.013619999999999998,210.42,131164.16,1
631,local,209,100,32,256,4,800,0.01014,210.38,131164.16,2
632,local,210,1,128,256,4,800,0.023809999999999998,210.72,199147.52,0
633,local,210,1,128,256,4,800,0.00954,210.69,199147.52,1
634,local,210,1,128,256,4,800,0.08288,211.06,4761.6,2
635,local,211,10,128,256,4,800,0.0121,203.67,199075.84,0
636,local,211,10,128,256,4,800,0.00185,210.48,199157.76,1
637,local,211,10,128,256,4,800,0.008230000000000001,210.61,199157.76,2
638,local,212,100,128,256,4,800,0.01537,210.37,199137.28,0
639,local,212,100,128,256,4,800,0.030539999999999998,210.56,199147.52,1
640,local,212,100,128,256,4,800,0.021070000000000002,210.43,199147.52,2
641,local,213,1,256,256,4,800,0.027899999999999998,210.65,323870.72,0
642,local,213,1,256,256,4,800,0.01064,199.11,309442.56,1
643,local,213,1,256,256,4,800,0.00926,210.57,323911.68,2
644,local,214,10,256,256,4,800,0.01302,210.44,323921.92,0
645,local,214,10,256,256,4,800,0.01084,210.53,323891.2,1
646,local,214,10,256,256,4,800,0.015050000000000001,210.44,323901.44,2
647,local,215,100,256,256,4,800,0.019280000000000002,71.77,310.41,0
648,local,215,100,256,256,4,800,0.00561,60.75,152166.4,1
649,local,215,100,256,256,4,800,0.011380000000000001,59.03,40755.2,2
650,local,215,100,256,256,4,800,,,40755.2,3
651,local,216,1,32,32,6,800,0.00653,139.8,130856.96,0
652,local,216,1,32,32,6,800,0.009789999999999998,139.72,130836.48,1
653,local,216,1,32,32,6,800,0.0095,139.81,130846.72,2
654,local,217,10,32,32,6,800,0.01002,139.77,130846.72,0
655,local,217,10,32,32,6,800,0.01774,139.72,130846.72,1
656,local,217,10,32,32,6,800,0.01016,139.81,130856.96,2
657,local,218,100,32,32,6,800,0.007940000000000001,139.8,130846.72,0
658,local,218,100,32,32,6,800,0.00304,139.78,130867.2,1
659,local,218,100,32,32,6,800,0.0040999999999999995,139.74,130867.2,2
660,local,219,1,128,32,6,800,0.0053,139.74,198686.72,0
661,local,219,1,128,32,6,800,0.00638,139.69,198686.72,1
662,local,219,1,128,32,6,800,0.0030600000000000002,139.75,198686.72,2
663,local,220,10,128,32,6,800,0.00379,139.78,198676.48,0
664,local,220,10,128,32,6,800,0.00914,139.68,198676.48,1
665,local,220,10,128,32,6,800,0.00698,139.8,198686.72,2
666,local,221,100,128,32,6,800,0.00731,139.8,198686.72,0
667,local,221,100,128,32,6,800,0.01009,139.78,198676.48,1
668,local,221,100,128,32,6,800,0.01488,139.14,198656.0,2
669,local,222,1,256,32,6,800,0.0329,139.17,323082.24,0
670,local,222,1,256,32,6,800,0.008919999999999999,139.83,323133.44,1
671,local,222,1,256,32,6,800,0.00841,139.65,323164.16,2
672,local,223,10,256,32,6,800,0.02051,139.76,323123.2,0
673,local,223,10,256,32,6,800,0.005900000000000001,139.69,323174.4,1
674,local,223,10,256,32,6,800,0.01106,139.96,323123.2,2
675,local,224,100,256,32,6,800,0.01084,139.85,323143.68,0
676,local,224,100,256,32,6,800,0.01142,139.91,323133.44,1
677,local,224,100,256,32,6,800,0.01281,139.94,323133.44,2
678,local,225,1,32,128,6,800,0.009,139.64,130846.72,0
679,local,225,1,32,128,6,800,0.00885,93.31,98191.36,1
680,local,225,1,32,128,6,800,0.01786,139.76,130846.72,2
681,local,226,10,32,128,6,800,0.00394,139.68,130856.96,0
682,local,226,10,32,128,6,800,0.00802,139.8,130856.96,1
683,local,226,10,32,128,6,800,0.00962,139.74,130856.96,2
684,local,227,100,32,128,6,800,0.01024,139.83,130856.96,0
685,local,227,100,32,128,6,800,0.009640000000000001,139.77,130867.2,1
686,local,227,100,32,128,6,800,0.009640000000000001,139.75,130856.96,2
687,local,228,1,128,128,6,800,0.009349999999999999,139.71,198666.24,0
688,local,228,1,128,128,6,800,0.009640000000000001,139.76,198656.0,1
689,local,228,1,128,128,6,800,0.0095,139.68,198676.48,2
690,local,229,10,128,128,6,800,0.01739,139.86,198686.72,0
691,local,229,10,128,128,6,800,0.01102,139.85,198666.24,1
692,local,229,10,128,128,6,800,0.01094,139.79,198676.48,2
693,local,230,100,128,128,6,800,0.02163,139.97,198676.48,0
694,local,230,100,128,128,6,800,0.01142,139.88,198666.24,1
695,local,230,100,128,128,6,800,0.008060000000000001,140.03,198666.24,2
696,local,231,1,256,128,6,800,0.010029999999999999,139.79,323153.92,0
697,local,231,1,256,128,6,800,0.01025,139.76,323143.68,1
698,local,231,1,256,128,6,800,0.009789999999999998,139.72,323133.44,2
699,local,232,10,256,128,6,800,0.01129,139.79,323153.92,0
700,local,232,10,256,128,6,800,0.01001,139.91,323153.92,1
701,local,232,10,256,128,6,800,0.011210000000000001,139.81,323143.68,2
702,local,233,100,256,128,6,800,0.02425,140.04,323143.68,0
703,local,233,100,256,128,6,800,0.02472,140.07,323133.44,1
704,local,233,100,256,128,6,800,0.04736,134.77,322887.68,2
705,local,234,1,32,256,6,800,0.01038,139.65,130856.96,0
706,local,234,1,32,256,6,800,0.009880000000000002,139.71,130856.96,1
707,local,234,1,32,256,6,800,0.00888,139.75,130856.96,2
708,local,235,10,32,256,6,800,0.00937,139.78,130846.72,0
709,local,235,10,32,256,6,800,0.00977,139.77,130846.72,1
710,local,235,10,32,256,6,800,0.009380000000000001,139.82,130856.96,2
711,local,236,100,32,256,6,800,0.0105,139.82,130856.96,0
712,local,236,100,32,256,6,800,0.010230000000000001,139.8,130867.2,1
713,local,236,100,32,256,6,800,0.009550000000000001,139.85,130846.72,2
714,local,237,1,128,256,6,800,0.009630000000000001,139.73,198676.48,0
715,local,237,1,128,256,6,800,0.00934,139.77,198686.72,1
716,local,237,1,128,256,6,800,0.01088,139.86,198676.48,2
717,local,238,10,128,256,6,800,0.01045,139.76,198666.24,0
718,local,238,10,128,256,6,800,0.010490000000000001,139.69,198686.72,1
719,local,238,10,128,256,6,800,0.01235,139.87,198676.48,2
720,local,239,100,128,256,6,800,0.02409,139.97,198656.0,0
721,local,239,100,128,256,6,800,0.01499,139.98,198666.24,1
722,local,239,100,128,256,6,800,0.019870000000000002,140.01,198676.48,2
723,local,240,1,256,256,6,800,0.018670000000000003,138.75,323112.96,0
724,local,240,1,256,256,6,800,0.010119999999999999,139.83,323164.16,1
725,local,240,1,256,256,6,800,0.01067,139.83,323123.2,2
726,local,241,10,256,256,6,800,0.01039,139.81,323123.2,0
727,local,241,10,256,256,6,800,0.018539999999999997,93.41,242483.2,1
728,local,241,10,256,256,6,800,0.01283,139.83,323143.68,2
729,local,242,100,256,256,6,800,0.01148,56.14,269.93,0
730,local,242,100,256,256,6,800,,,14438.4,1
731,local,242,100,256,256,6,800,,,54026.24,2
